key,text,module
Delivery has been canceled,Pengiriman telah dibatalkan,
Store Location,Lokasi Toko,
City / Districts,Kota / Kabupaten,
Add Location,Tambah Lokasi,
Store Delivery,Pengiriman Toko,
Already pinpoint,Sudah ditentuakn,
Not pinpoint yet,Belum ditentukan,
Store setting has been saved,Pengaturan toko berhasil disimpan,
Location has been updated,Lokasi berhasil diperbarui,
Location has been saved,Lokasi berhasil disimpan,
Delete Location,Hapus Lokasi,
Location has been deleted,Lokasi berhasil dihapus,
Location Assigned,Lokasi yang Ditetapkan,
Store Location,Lokasi Toko,
City / Districts,Kota / Kabupaten,
Add Location,Tambah Lokasi,
Store Delivery,Pengiriman Toko,
Already pinpoint,Sudah ditentuakn,
Not pinpoint yet,Belum ditentukan,
Store setting has been saved,Pengaturan toko berhasil disimpan,
Location has been updated,Lokasi berhasil diperbarui,
Location has been saved,Lokasi berhasil disimpan,
Delete Location,Hapus Lokasi,
Location has been deleted,Lokasi berhasil dihapus,
Error Authorized, Kesalahan Akses,
Sorry you need permission to access this feature.,Maaf anda memerlukan ijin mengakses fitur ini.
Integration Status,Status Integrasi,
Please pinpoint your location!,Tentukan lokasi anda!,
Withdrawal Confirmation,Konfirmasi Penarikan,
You will get,Anda akan mendapat,
Withdraw to,Penarikan ke,
Withdrawal Amount,Jumlah Penarikan,
Other Settings,Pengaturan Lain,
Move Display Window,Pindah Etalase,
Move product to,Pindah produk ke,
Choose display window,Pilih etalase,
Product(s) has been moved,Produk telah dipindah,
list of display window,daftar etalase,
Service Fee,Biaya Layanan,
Edit Service Fee,Ubah Biaya Layanan,
Category Name,Nama Kategori,
Percent Fee,Persen Biaya,
Manage Banner,Kelola Spanduk,
Set Design,Atur Desain,
Carousel,Carousel,
"Show the best deals, best selling products, or product categories with shop banners.","Tampilkan penawaran terbaik, produk terlaris, atau kategori produk dengan spanduk toko.",
Upload Image or Video for Carousel,Unggah Gambar atau Video untuk Carousel,
Add hyperlink (optional),Tambahkan hyperlink (opsional),
Add Video Url,Tambahkan Url Video,
Add Image,Tambah Gambar,
Add Video,Tambahkan Video,
2 Columns,2 Kolom,
Add some photos to promote your product. You can incorporate your product photos into Product Detail Pages and Store Categories.,Tambahkan beberapa foto untuk mempromosikan produk Anda. Anda dapat memasukkan foto produk Anda ke dalam Halaman Detail Produk dan Kategori Toko.,
Upload Image for 2 Columns,Unggah Gambar untuk 2 Kolom,
Single Image,Gambar Tunggal,
Show your promotions or products here,Tunjukkan promosi atau produk Anda di sini,
Upload Image for Single Image,Unggah Gambar untuk Gambar Tunggal,
Video,Video,
Reach Buyers by showing videos about your brand or product.,Jangkau Pembeli dengan menampilkan video tentang merek atau produk Anda.,
Upload Video,Unggah Video,
Make sure all components has image or video,Pastikan semua komponen mempunyai gambar atau video,
Minimal 2 items are assigned in carousel,Minimal 2 item ditetapkan di carousel,
Banner has been saved,Banner berhasil disimpan,
Recommended Size,Rekomandasi Ukuran,
Hyperlink must be valid URL,Hyperlink harus brupa URL valid,
Finance,Keuangan,
Finance Configuration,Konfigurasi Keuangan,
Quota,Kuota,
No Quota,Tidak Ada Kuota,
Image size must be less than {{size}},Ukuran gambar harus kurang dari {{size}},
See user's guide,Lihat panduan pengguna,
Banner Video Guide,Panduan Video Banner,
How to Embed Video from Google Drive,Bagaimana cara menyematkan video dari Google Drive,
Navigate to the video on Google Drive and open it.,Arahkan ke video di Google Drive dan buka.,
"On the top right, click the","Di kanan atas, klik",
More icon.,Ikon,
Open in a new window.,Buka di jendela baru.,
"On the new window, on the top right, click the","Di jendela baru, di kanan atas, klik",
and then click,lalu klik,
Embed item.,Sematkan item.,
Copy the url from embed code.,Kopi url dari embed code.,
How to Embed Video from Youtube,Bagaimana cara menyematkan video dari Youtube,
"Navigate to the Youtube video page, and then click","Arahkan ke halaman video Youtube, lalu klik",
Share Button,Tombol Bagikan,
Click the,Klik,
Embed Icon,Ikon Sematkan,
from Share popup,dari popup Bagikan,
Service Fee by Category,Biaya Layanan Kategori,
Remaining Quota,Kuota Tersisa,
{{stock}} of {{quota}} package(s),{{stock}} dari {{quota}} paket,
Display Window,Etalase,
Search for the display window name,Cari nama etalase,
Display Window Name,Nama Etalase,
Number of Products,Jumlah Produk,
Add Display Window,Tambah Etalase,
All Products,Semua Produk,
Products Sold,Produk Terjual,
Manage display window,Atur etalase,
Make it a featured display window,Jadikan sebagai etalase unggulan,
Remove featured display window,Hapus etalase unggulan,
Select main image,Pilih gambar utama,
Delete display window,Hapus etalase,
Upload Image,Unggah Gambar,
Choose an image with good quality,Pilihlah gambar dengan kualitas yang baik,
Drag & Drop a file to upload,Taruh gambar disini untuk mengunggah,
Incompatible file format,Format file tidak sesuai,
Delete Display Window,Hapus Etalase,
Make display window names that match the product category easier for buyers to find,Buat nama etalase yang sesuai dengan kategori produk agar lebih mudah ditemukan pembeli,
Selected Product,Produk Terpilih,
Search product name,Cari nama produk,
You cannot move featured display window under unfeatured display window,Anda tidak dapat memindahkan etalase unggulan kebawah etalase bukan unggulan,
You cannot move unfeatured display window above featured display window,Anda tidak dapat memindahkan etalase bukan unggulan keatas etalase unggulan,
New display window has been created,Etalase baru berhasil dibuat,
Display window has been updated,Etalase telah berhasil diubah,
Display window has been deleted,Etalase telah berhasil dihapus,
Fill the Display Window,Isi Etalase,
Choose a product that matches your display window name,Pilih produk yang cocok dengan nama etalase anda,
"Display window of the product, the value based on Display Window Id’s. Download Display Window list in","Etalase produk, nilai berdasarkan ID Etalase. Unduh daftar Etalase di",
"Catalog > Set At Once > Add at Once > Download list of category, list of display window, & list of shipping method > Display Window.","Katalog > Atur Sekaligus > Tambah Sekaligus > Unduh daftar kategori, etalase & pengiriman > Etalase.",
"Catalog > Set At Once > Change at Once > Download list of category, list of display window, & list of shipping method > Display Window.","Katalog > Atur Sekaligus > Ubah Sekaligus > Unduh daftar kategori, etalase & pengiriman > Etalase.",
Are you sure want to delete {{name}} promotion bundle?,Apakah anda yakin akan menghapus bundel promo {{name}}?,
Bundling promotion has been deleted,Promo Bundling telah dihapus,
Image width must be greater than {{width}},Lebar gambar harus lebih dari {{width}},
Image height must be greater than {{height}},Tinggi gambar harus lebih dari {{height}},
"File uploaded is rejected, Accepted files are : {{extension}}","Fail yang diupload ditolak, Fail yang diterima berupa : {{extension}}",
Write message...,Tulis pesan...,
Send message,Kirim pesan,
last online {{time}} ago,terakhir online {{time}} lalu,
in,dalam,
ago,lalu,
a few seconds,beberapa detik,
a minute,satu menit,
minutes,menit,
an hour,satu jam,
hours,jam,
a day,satu hari,
days,hari,
a month,satu bulan,
months,bulan,
a year,satu tahun,
years,tahun,
unread messages,pesan yang belum dibaca,
Search user,Cari pengguna,
You must confirm your account. Please check your email for the confirmation link,Anda harus mengkonfrimasi akun anda. Periksa email anda untuk tautan konfirmasi,
click here,klik disini,
for a new link.,untuk tautan baru.,
Resend Confirmation Link,Kirim Ulang Tautan Konfirmasi,
Please enter your email below and we will send you the confirmation link.,Masukkan email anda dan kami akan mengirimkan tautan konfirmasi,
Send confirmation link,Kirim tautan konfirmasi,
Confirmation link has been sent to your email.,Tautan konfirmasi telah dikirim ke email anda.,
Your email already exists. Please use a different email.,Email anda telah dipakai. Silakan gunakan email yang berbeda.,
Your Taxpayer Number is already registered.,Nomor Wajib Pajak Anda sudah terdaftar.,
Your ID Card is already registered.,KTP Anda sudah terdaftar.,
Please make sure your passwords match.,Harap pastikan kata sandi Anda cocok.,
Seller Data is already exists.,Data Penjual sudah ada.,
Thank you for registering. Please log in to your account.,Terima kasih telah mendaftar. Silahkan masuk ke akun anda.,
See,Lihat,
Pickup Time,Waktu Pengambilan,
Select Pickup Time Slot,Pilih Slot Waktu Pengambilan,
Auto Create Product On Order Allocation,Buat Produk Secara Otomatis Sesuai Alokasi Pesanan,
Select Yes to auto create unregistered product on order allocation,Pilih Ya untuk membuat produk yang tidak terdaftar secara otomatis pada alokasi pesanan,
Export Balance History,Ekspor Riwayat Saldo,
Export Withdrawal History,Ekspor Riwayat Penarikan,
Product Coupon,Kupon Produk,
Discount Product,Diskon Produk,
Invite buyers to shop at special prices through packages of the same product,Ajak pembeli untuk berbelanja dengan harga khusus melalui paket produk yang sama,
Make Discount,Make Discount,
Set Discount at Once,Atur Diskon Sekaligus,
Set Product Discount,Atur Diskon Produk,
Discount Price,Harga Diskon,
Discount Period,Periode Diskon,
Cannot be equal or more than the normal price,Tidak boleh sama atau lebih dari harga normal,
There is something error while creating discount product,Ada kesalahan saat membuat produk diskon,
New discount has been created,Produk diskon baru telah dibuat,
There is something error while updating discount product,Ada kesalahan saat mengubah produk diskon,
Discount has been updated,Diskon telah diubah,
Delete Discount,Hapus Diskon,
{{count}} discount product(s) has been deleted,{{count}} produk diskon telah dihapus,
Something went wrong while trying to delete discount product.,Terjadi masalah saat mencoba menghapus produk diskon.,
Fee,Biaya,
Next,Selanjutnya,
Back,Sebelumnya,
Details,Detail,
Start,Mulai,
Password Strength,Kekuatan Sandi,
Return List,Daftar Pengembalian,
All Returns,Semua Pengembalian,
Pending Apporval,Menunggu Persetujuan,
Processing,Memproses,
Search for buyer's name or order number,Cari nama pembeli atau nomor pesanan,
Return Detail,Return Detail,
Items to Return,Barang Pengembalian,
Return to Stock,Kembalikan ke Persediaan,
Please choose at least 1 product to return,Harap pilih minimal 1 produk untuk dikembalikan,
Append Comment,Tambahkan Komentar,
Create Credit Memo,Buat Memo Kredit,
Credit Memo Detail,Detil Kredit Memo,
Return status has been updated,Pengembalian telah diperbarui,
Package Receive,Terima Paket,
Marketplace admin will create a credit memo.,Admin Marketplace akan membuat memo kredit.,
Marketplace admin will issue a refund.,Admin Marketplace akan mengeluarkan pengembalian.,
Admin Group,Grup Admin,
By Location,Dengan Lokasi,
Add Group,Tambah Grup,
Minimum 1 admin group is assigned,Minimum 1 admin group is assigned,
Choose Locations,Pilih Lokasi,
Choose a Location that Receives Packages,Pilih Lokasi yang Menerima Paket,
Items Refunded,Item Dikembalikan,
Shipment Module,Modul Pengiriman,
New Shipment URL,URL Pengiriman Baru,
Update Shipment Status URL,URL Ubah Status Pengiriman,
Add Third Party Apps,Tambah Aplikasi Pihak Ketiga,
Edit Third Party App,Ubah Aplikasi Pihak Ketiga,
Conditions,Kondisi,
All Channels,Semua Channel,
All Companies,Semua Perusahaan,
All Locations,Semua Lokasi,
"To edit webhook output format, tick the New Shipment URL and click the Submit button","Untuk mengedit format keluaran webhook, centang URL Pengiriman Baru dan klik Kirim",
"To edit webhook output format, tick Update Shipment Status URL and click the Submit button","Untuk mengedit format keluaran webhook, centang URL Ubah Status Pengiriman dan klik Kirim",
Edit Output,Ubah Keluaran,
Fields Available for Webhook Input,Field yang Tersedia untuk Input Webhook,
Data is based on Shipment #{{number}},Data berdasarkan Pengiriman #{{number}},
Test / Validation Results,Hasil Tes / Validasi,
Shipment Number to test with/show fields for,Nomor Pengiriman untuk diuji dengan/tampilkan kolom,
Test XSL Template,Uji Template XSL,
Show Fields Available,Tampilkan Field yang Tersedia,
Save Changes,Simpan Perubahan,
Output Format,Format Keluaran,
Output Format has been successfully changed,Format Keluaran telah berhasil diubah,
Failed to delete apps,Gagal menghapus aplikasi,
This field will be used as API request header with the key Authorization. For example "Authorization: mg8x6jtolu" or "Authorization: Bearer mg8x6jtolu",Field ini akan digunakan sebagai tajuk permintaan API dengan kunci Otorisasi. Misalnya "Authorization: mg8x6jtolu" atau "Authorization: Bearer mg8x6jtolu",
Additional Information,Informasi Tambahan,
Vendor has been successfully updated,Vendor telah berhasil diubah,
search all feature here,Cari semua fitur {{ app_name }} disini,
search not found,Kami tidak menemukan menu atau fitur dengan '{{ search }}'.,
search empty state,Temukan menu atau fitur yang ingin dituju.,
search recommendation,Rekomendasi Pencarian,
search list order,Daftar Pesanan,
search add product,Tambah Produk,
search add discount,Tambah Diskon,
search setting website,Atur Web,
call support,Hubungi Chat Support,
demo fitur,Ulangi Pengenalan Fitur,
open help,Buka Halaman Bantuan,
give criticism, Berikan Kritik dan Saran,
about sirclo, Tentang Sirclo,
channel seller, Channel Penjualan,
channel seller register, Daftar Toko,
channel seller integration, Integrasi Toko,
report seller, Laporan,
report seller product, Laporan Produk,
report seller store, Laporan Toko,
report seller customer, Laporan Pelanggan,
report seller history, Riwayat Ekspor,
profile brand, Profile Brand,
config admin, Pengaturan Admin,
saldo payments, Saldo Payments,
tambah massal, Tambah Massal,
ubah massal, Ubah Massal,
variant,Varian,
Integration Info,Info Integrasi,
Integration Name,Nama Integrasi,
Please activate first in order to generate Integration Token.,Harap aktifkan terlebih dahulu untuk menghasilkan Token Integrasi.,
Add Condition,Tambahkan Kondisi,
Save and Activate,Simpan dan Aktifkan,
Available APIs,API yang Tersedia,
Edit Integration,Ubah Integrasi,
Choose an event to setting condition,Pilih peristiwa untuk mengatur kondisi,
Select condition to automate integration,Pilih kondisi untuk mengotomatiskan integrasi,
HTTP Method,Metode HTTP,
Header (Optional),Header (Opsional),
Add Header,Tambah Header,
Select condition,Pilih kondisi,
Send HTTP Request,Kirim Permintaan HTTP
Publish to RabbitMQ,Publikasikan ke RabbitMQ
Select event,Pilih peristiwa,
Save Price,Simpan Harga,
Delete Price,Hapus Harga,
Save Order Queue,Simpan Antrian Pesanan,
Delete Order Queue,Hapus Antrian Pesanan,
Select companies,Pilih perusahaan,
Select locations,Pilih lokasi,
Select channels,Pilih channel,
Credential for RabbitMQ,Kredensial untuk RabbitMQ,
Mode,Mode,
Exchange Name,Nama Pertukaran,
Queue Name,Nama Antrian,
Routing Key,Kunci Perutean,
Create New,Buat Baru,
Create Credential,Buat Kredensial,
Complete this form to create your RabbitMQ credentials,Lengkapi formulir ini untuk membuat kredensial RabbitMQ Anda,
Host Name,Nama Host,
Credential has been updated,Kredensial telah diubah,
Credential has been created,Kredensial telah dibuat,
Credential has been deleted,Kredensial telah dihapus,
Credential Name,Nama Kredensial,
Automation,Automasi,
Integration Automation has been created,Automasi Integrasi telah dibuat,
Integration Automation has been updated,Automasi Integrasi telah diubah,
Integration Automation has been deleted,Automasi Integrasi telah dihapus,
Failed to delete automation,Gagal mengahpus automasi,
Add Automation,Tambah Automasi,
Edit Automation,Ubah Automasi,
Export data only if the following conditions are met,Ekspor data hanya jika kondisi berikut terpenuhi,
Filters / Actions,Filter / Aksi,
to test with/show fields for,untuk diuji dengan/tampilkan kolom,
Entity ID,ID Entitas,
Data is based on Shipment #{{number}},Data berdasarkan ID Entitas #{{number}},
Log,Log,
Integration Log,Log Integrasi,
Search Event or Result,Cari Event atau Hasil,
Date Time,Tanggal Waktu,
Result,Hasil,
Result Message,Pesan Hasil,
View Payload,Lihat Muatan,
Log Payload,Muatan Log,
Manual Execution,Eksekusi Manual,
Perform action for,Lakukan aksi untuk,
Successfully executed,Berhasil dieksekusi,
Copy to Clipboard,Salin ke Papan Klip,
Copied to clipboard,Tersalin ke papan klip,
Test Results (in json format),Hasil Tes (dalam format json),
Generate data only if the following conditions are met,Hasilkan data hanya jika kondisi berikut terpenuhi,
Data Settings,Pengaturan Data,
Execute each Entity separately,Eksekusi setiap Entitas secara terpisah,
"If set to yes, the action will be executed repeatedly for each entity. If set to no, the action will only be executed once.","Jika disetel ke ya, aksi akan dijalankan berulang kali untuk setiap entitas. Jika disetel ke tidak, aksi hanya akan dijalankan satu kali.",
{{count}} integration automation status(es) has been updated,{{count}} automasi integrasi status telah diubah,
Set Status to "Active",Setel Status ke "Aktif",
Set Status to "Inactive",Setel Status ke "Tidak Aktif",
Use comma to separate multiple ids.,Gunakan koma untuk memisahkan beberapa id.,
when this happens,ketika ini terjadi,
then perform this action,lalu lakukan aksi ini,
View Action Details,Lihat Detail Aksi,
Executed By,Dieksekusi Oleh,
Automation Configuration,Konfigurasi Automasi,
"This event will be triggered by a OMS RabbitMQ Consumer that consumes data from swiftoms.inventory.sync queue. Make sure you enable Stock Updated event and publish data to OMS RabbitMQ (queue: swiftoms.inventory.sync).","Event ini akan di-trigger oleh OMS RabbitMQ Consumer yang menggunakan data dari antrian swiftoms.inventory.sync. Pastikan Anda mengaktifkan event Stock Updated dan mempublikasikan data ke OMS RabbitMQ (queue: swiftoms.inventory.sync).",
beranda,Beranda,
ready step easy,Siapkan toko dengan langkah mudah ini,
summary activity,Ringkasan Aktivitas Toko,
sales activity completed,Aktifitas jualan yang perlu dituntaskan,
view order detail,Lihat detail Pesanan,
order not process yet,Jumlah pesanan yang belum di proses,
click detail,Tekan detail,
update stock,Perbarui Stok,
update stock need,Jumlah produk dengan varian yang stoknya perlu diperbarui,
delivery order,Kirim Pesanan,
delivery order need,Jumlah pesanan yang segera dikirim,
7 days ago,7 hari lalu,
30 days ago,30 hari lalu,
summary activity performance,Ringkasan Performa Toko,
last update,update terakhir,
view report detail,Lihat detail Laporan,
store revenue,Pendapatan Toko,
store revenue desc,Total hasil penjualan,
product sold,Produk terjual,
product sold desc,Total hasil produk terjual,
set store identity,Atur Identitas & Alamat Toko,
set store identity desc,Isi identitas & alamat tepat agar kurir mudah jemput paket,
add product,Tambah Produk,
add product desc,Tambah produk & tingkatkan potensi penjualan,
menu utama,Menu Utama,
help center,Pusat Bantuan,
support oms, Dukungan Swift OMS,
update allocation, Ubah untuk Alokasi,
allocation total stock, Stok Total,
allocation reserved stock, Stok Reserved,
allocation available stock, Stok Tersedia,
failed order, Status Pesanan Gagal,
sku not available, SKU di bawah tidak cukup memiliki stok untuk order ini,
success allocation, Sukses Alokasi,
failed allocation,Pesanan Gagal di Proses,
cancel allocation, Batalkan,
welcome intro,Selamat datang di,
welcome text,"Yuk, kenali admin panel SWIFT OMS untuk kelola webstore, toko dari marketplace, dan chat customer di satu tempat!",
start guide,Mulai Perkenalan,
sure skip,Yakin Ingin Melewatkan Perkenalan?,
sure info,Toko yang mengikuti perkenalan berpotensi mendapat pesanan,
sure info2,25% lebih cepat.
yes skip,"Ya, Lewatkan",
no skip,Batal,
homepage title a,Buat Daftar Produkmu,
homepage step a,"Tentukan stok, harga, dan semua info produk disini.",
homepage title b,Hubungkan Marketplace,
homepage step b,"Kelola tokomu dari berbagai marketplace di admin panel ini.",
homepage title c,Siapkan Tokomu Sekarang,
homepage step c,"Yuk, atur alamat toko dan tambah produk di katalog, lalu lanjut jualan!",
placeholder login, Nomor HP atau Email,
social media header, Masuk menggunakan sosial media,
google login, Lanjutkan dengan Google,
continue, Lanjutkan,
change, Ubah,
register now, Daftar sekarang !,
user not found, Alamat surel atau nomor telephone tidak ditemukan. silahkan coba lagi.,
verif otp title, Verifikasi OTP,
verif otp message, Masukkan OTP yang dikirim ke,
verif otp retry, Tidak menerima OTP?
verif otp resend, Kirim ulang OTP,
verif otp continue, Verifikasi dan lanjutkan,
verif login, Alamat surel sudah terdaftar secara mandiri pada sistem,
user not found social, Alamat surel sudah terdaftar secara otomatis dengan sosial media,
link google, Hubungkan dengan akun Google,
not match email, Email akun Google harus sama dengan email yang terdaftar pada sistem,
connected google, Akun anda terhubung dengan Google,
hint search,Ketik nama menu atau pengaturan fitur SWIFT yang ingin kamu akses,
payment status, Status Pembayaran,
order has been packed,Pesanan telah dikemas,
pack order,Kemas Pesanan,
update order alloc success, Berhasil mengubah alokasi produk,
cancel order alloc success, Berhasil batalkan alokasi produk,
Close_2, Tutup,
cancel reason 2, Alasan Pembatalan,
Sales Channels,Channel Penjualan,
Store List,Daftar Toko,
Store Integration,Integrasi Toko,
Integrate,Integrasi,
Sync Marketplace,Sinkronisasi Marketplace,
Marketplace has been sync.,Marketplace telah disinkronkan.,
Something went wrong while sync the marketplace.,Terjadi kesalahan saat menyinkronkan marketplace.,
Edit Marketplace,Ubah Marketplace,
Allowed format,Format yang diizinkan,
File size maximum,Ukuran file maksimum,
Credentials Field,Field Kredensial,
Is Open API,Apakah API Terbuka,
Can Update Order,Dapat Memperbarui Pesanan,
Can Accept Order,Dapat Menerima Pesanan,
Can Pack Order,Dapat Mengemas Pesanan,
Can Complete Order,Dapat Menyelesaikan Pesanan,
Can Cancel Order,Dapat Membatalkan Pesanan,
Credential Field,Field Kredensial,
Is Identifier,Adalah Pengidentifikasi,
Is Header,Adalah Header,
Marketplace Attribute,Atribut Marketplace,
Marketplace has been successfully updated,Marketplace telah berhasil diperbarui,
Order Management,Manajemen Pesanan,
Stock Management,Manajemen Stok,
Create Product,Buat Produk Baru,
Update Price,Update Harga,
Update Description,Update Informasi Produk,
Promo/Slash Price,Promo/Harga Miring,
Authorization Time,Waktu Otorisasi,
Set,Atur,
Disconnect Integration,Putuskan Integrasi,
Reintegrate,Integrasi Ulang,
Add Store,Tambah Toko,
on your Zalora Seller Center. You can read more details,di Pusat Penjual Zalora Anda. Anda dapat membaca lebih detail,
The store has been successfully integrated.,Toko telah berhasil diintegrasikan.,
Something went wrong when try to integrate the store.,Terjadi kesalahan saat mencoba mengintegrasikan toko.,
The store has been successfully reintegrated.,Toko telah berhasil diintegrasikan ulang.,
The store has been successfully disconnect the integration.,Toko telah berhasil memutuskan integrasi.,
No marketplaces available.,Tidak ada marketplaces yang tersedia.,
per page,per Halaman,
channels,Channel,
sku,SKU,
variant name,Nama Varian,
store,Toko,
checkout link,Tautan Pembayaran,
share link,Bagikan Tautan,
per store,Per Toko,
master product,Produk Master,
channel product,Channel Produk,
put type,Cantumkan tipe,
or product characteristic,atau ciri utama produk. Min. 1 karakter,
write product detail,Tuliskan detail produk yang berguna bagi customer. Min. 30 karakter.
choose variant you want,Pilih varian produk yang anda inginkan,
detail stock,Detail stok,
set the product,Atur produk sesuai stok dan harga yang ingin kamu jual.,
learn how to mange stock,Pelajari cara atur stok,
list export, Daftar Ekspor,
export file type,Jenis File Ekspor,
export date user,Tanggal Permohonan Ekspor,
admin user,Admin Pemohon,
export link,Link Ekspor,
total data, Jumlah Data,
to add product create channel,Untuk menambahkan produk buat channel terlebih dahulu,
create channel via button,Buat channel melalui tombol di samping sebagai syaratnya untuk membuat sebuah produk,
create new channel,Tambah Channel Baru,
export data,Ekspor Produk,
pull product,Tarik Produk,
pull product desc,Mengirim data ke Channel Penjualan. Jika SKU sudah terdaftar di Channel Penjualan data di Channel Penjualan akan digantikan data dari OMS.,
push product,Naikkan Produk,
push product desc,Mengunduh data dari Channel Penjualan. Jika SKU sudah terdaftar di OMS data di OMS akan digantikan data dari Channel Penjualan. Produk yang tidak mempunyai SKU di Sales Channel tidak akan ditarik ke OMS,
push product data,Naikkan Data Produk,
push product data desc,Unggah data ke channel penjualan membutuhkan waktu. tergantung pada jumlah produk dan marketplace yang dipilih. Jika ada kegagalan ketika unggah produk anda dapat melihat di bagian Gagal Sinkronisasi untuk detail lebih lanjut,
add list product,Tambah Produk,
all product,Semua Produk,
product active,Aktif,
product nonactive,Nonaktif,
product failed sync,Gagal Sinkronisasi,
Sync Failed,Gagal Sinkronisasi,
Resync,Sinkronisasi Ulang,
{{count}} order(s) have been successfully resync.,{{count}} pesanan telah berhasil disinkronisasikan ulang.,
Something went wrong when try to resync the order(s).,Terjadi kesalahan saat mencoba mensinkronisasikan ulang pesanan,
total item,Total Item,
total net price,Total Harga Net,
monthly sales,Penjualan Bulanan,
period time,Periode Berdasarkan,
choose period,Pilih Periode,
sort,Sort,
please choose period,"Silahkan Pilih Periode!",
export report store,"Pengunduhan berhasil. Silahkan menuju menu Riwayat Ekspor",
manage product,Pengelolaan Produk,
product active display,Jika status produk aktif produkmu akan tampil pada toko.,
optional,Opsional,
additional information,Informasi Tambahan,
tags,Tags,
add tags keyword,Tambahkan tags keyword agar pengguna dapat dengan mudah mencari produk,
stock,Stok,
shipping,Pengiriman,
btn cancel,Batal,
btn next,Lanjut,
product appearance time,Waktu Produk Tampil,
product release schedule,Jadwal Rilis Produk,
product release schedule desc,Jam & tanggal produk mulai ditampilkan di webstore. Produk tidak bisa dibeli customer sebelum tanggal & jam Penjualan Dibuka.,
product sales period schedule,Jadwal Masa Penjualan Produk,
product sales period schedule desc,Jadwal Masa Penjualan Produk - Produk baru bisa dibeli customer mulai tanggal & jam Penjualan Dibuka.,
product related,Product Terkait,
product cross sell,Produk Cross-Sell,
product cross sell desc,Tampilkan tawaran produk dari kategori berbeda pada halaman checkout webstore.,
product up sell,Produk Up-Sell,
product up sell desc,Tampilkan tawaran produk dari kategori sama yang harganya lebih tinggi pada halaman detail produk webstore.,
see example,Lihat Contoh,
seo,Search Engine Optimization (SEO),
description,Deskripsi,
improve the position,tingkatkan posisi webstore atau halaman produk pada daftar hasil temuan mesin pencarian.,
keyword,Kata Kunci,
keyword desc,Masukkan kata-kata kunci yang relevan agar halaman produk di webstore lebih mudah ditemukan lewat mesin pencarian.,
slug,Slug,
slug desc,Atur pilihan kata pada link halaman produk di webstore agar lebih mudah ditemukan lewat mesin pencarian.,
label special,Label Spesial,
unsaved changes,Anda memiliki perubahan yang belum disimpan. Apakah Anda yakin ingin pergi?,
sync all,Sinkronkan Semua,
last sync,Terakhir sinkron,
choose store to add product,Pilih toko untuk menambahkan produk,
add new store,Tambah Toko Baru,
select store,Pilih Toko,
selected store,{{storeCount}} toko terpilih,
Online Store,Toko Online,
Create Online Store,Buat Toko Online,
Store Code,Kode Toko,
Store Code specifies the store url address.,Kode Toko menentukan alamat url toko.,
Choose Template,Pilih Template,
The online shop has not been created yet.,Toko online belum dibuat.,
Create an online store now to sell on the website.,Buat toko online sekarang untuk berjualan di website.,
Continue,Lanjut,
Manage Online Store,Atur Toko Online,
View Store,Lhat Toko,
Manage online store to sell on the website.,Atur toko online untuk berjualan di website.
Example,Contoh,
This field cannot contain blankspaces!,Bagian ini tidak boleh berisi spasi!,
Failed to fetch webstore data.,Gagal mengambil data toko online.,
sync all,Sinkronkan Semua,
last sync,Terakhir sinkron,
export product success,Ekspor {{status}} berhasil,
Sync Failed,Gagal Sinkronisasi,
Warehouse Stock,Stok Gudang,
Last Sync,Sinkronisasi Terakhir,
Per Page,Per Halaman,
Sync Stock,Samakan Stok,
Buffer Stock,Stok Cadangan,
The Warehouse Stock of a product must be equal to or greater than the total stock in all MP/channels,Stok Gudang suatu produk harus sama dengan atau lebih besar dari total stok di semua MP/channel,
Stock has been synced,Stok telah disinkronisasikan,
Something went wrong when try to sync stock,Terjadi masalah saat mencoba menyinkronkan stok,
view more, Lihat Selengkapnya,
export order success, Berhasil Ekspor Produk,
check and download, Cek dan download,
in, di,
select store at least one,Pilih toko minimal satu toko,
apply button,Terapkan,
are you sure want to delete this data,Apakah anda yakin ingin menghapus data ini?,
attribute product,Atribut Produk,
succesfully pull product,Penarikan produk sedang diproses,
data not found,Data belum ditemukan,
succesfully push product,Berhasil naikkan produk,
succesfully push product spesific,Naikkan produk di {{channel}},
Choosen Location,Lokasi Terpilih,
Filter Location,Filter Lokasi,
No location found,Tidak ada lokasi ditemukan,
Search location name,Cari nama lokasi,
Total Stock,Total Stok,
Current Stock,Stok Sekarang,
success save product,Berhasil simpan Produk,
Stock has been saved,Stok telah disimpan,
searching category,Masukkan kata kunci (minimal 3 karakter),
Integration Help Center,Pusat Bantuan Integerasi,
Help State,Status Bantuan,
Integration Time,Waktu Integrasi,
Need help?,Butuh bantuan?,
See How to Integrate Stores,Lihat Cara Integrasikan Toko,
Store ID,ID Toko,
Store Link,Link Toko,
Cancel Request,Batalkan Permintaan,
Request has been canceled.,Permintaan telah dibatalkan.,
Something went wrong while trying to cancel the request.,Terjadi kesalahan saat mencoba membatalkan permintaan.,
loading,Memuat,
Main Location,Lokasi Utama,
The location has been successfully updated,Lokasi telah berhasil diperbarui,
The location has been successfully deleted,Lokasi telah berhasil dihapus,
Set Main Location,Pilih Lokasi Utama,
Pinpoint Location,Pinpoint Lokasi,
help,Panduan,
learn how to manage variant,Pelajari cara atur varian,
Find location,Cari lokasi,
Choose Warehouse,Pilih Gudang,
The channel location has been successfully updated,Lokasi channel telah diperbarui,
